# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 1	Session imported from “Hotspot+Block1.txt”	1	(null)	172.9887	133.0763	194.8884	-0.5057	0.7251	0.4674	-0.5271	-0.6886	0.4980	0.6830	0.0055	0.7304	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-17	10:38:26.790	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	71.9509
Sample 2	Session imported from “Hotspot+Block1.txt”	2	(null)	164.5789	135.5662	198.9374	-0.6410	0.6772	0.3613	-0.5099	-0.7275	0.4591	0.5737	0.1101	0.8116	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-17	10:38:31.844	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	65.0984
Sample 3	Session imported from “Hotspot+Block1.txt”	3	(null)	166.3633	122.3256	198.0518	-0.6257	0.6424	0.4425	-0.5143	-0.7662	0.3852	0.5865	0.0134	0.8098	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-17	10:38:37.390	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	68.5247
Sample 4	Session imported from “Hotspot+Block1.txt”	4	(null)	176.5291	129.4893	192.1080	-0.5572	0.6698	0.4908	-0.4868	-0.7423	0.4604	0.6727	0.0176	0.7397	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-17	10:38:50.992	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	150.7543
Sample 5	Session imported from “Hotspot+Block1.txt”	5	(null)	169.9585	143.2198	197.0692	-0.6533	0.6758	0.3413	-0.5242	-0.7290	0.4401	0.5463	0.1086	0.8305	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-17	10:39:14.135	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	52.5356
Sample 6	Session imported from “Hotspot+Block1.txt”	6	(null)	169.3131	134.1870	197.0317	-0.6734	0.6503	0.3516	-0.5243	-0.7554	0.3930	0.5212	0.0803	0.8497	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-17	10:39:19.525	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	46.8252
Sample 7	Session imported from “Hotspot+Block1.txt”	7	(null)	167.7069	144.5721	197.8817	-0.6292	0.7059	0.3253	-0.5360	-0.6972	0.4760	0.5628	0.1251	0.8171	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-17	10:39:29.232	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	89.0821
Sample 8	Session imported from “Hotspot+Block1.txt”	8	(null)	163.0512	131.4118	199.4795	-0.6135	0.6894	0.3851	-0.5530	-0.7232	0.4137	0.5637	0.0408	0.8249	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-17	10:39:34.620	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	92.5083
Sample 9	Session imported from “Hotspot+Block1.txt”	9	(null)	165.9160	129.6129	198.2988	-0.5109	0.7842	0.3520	-0.6161	-0.6197	0.4862	0.5994	0.0315	0.7998	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-17	10:39:40.428	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	95.9345
Sample 10	Session imported from “Hotspot+Block1.txt”	10	(null)	169.0092	133.7187	197.1706	-0.5683	0.6967	0.4378	-0.5396	-0.7172	0.4409	0.6212	0.0143	0.7835	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-17	10:39:52.850	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	163.3171
