# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 1	Session imported from “Hotspot+Block1.txt”	1	PMC_Target	170.1952	154.7778	196.5462	-0.6731	0.6183	0.4058	-0.3900	-0.7630	0.5155	0.6283	0.1887	0.7547	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:03:04.998	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	68.5247
Sample 2	Session imported from “Hotspot+Block1.txt”	2	PMC_Target	167.0586	147.2976	198.1467	-0.6987	0.5908	0.4035	-0.4259	-0.7966	0.4290	0.5749	0.1279	0.8082	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:03:10.417	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	68.5247
Sample 3	Session imported from “Hotspot+Block1.txt”	3	PMC_Target	164.2326	150.4828	198.8540	-0.6233	0.7090	0.3298	-0.5376	-0.6948	0.4778	0.5679	0.1205	0.8142	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:03:16.964	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	71.9509
Sample 4	Session imported from “Hotspot+Block1.txt”	4	PMC_Target	179.7952	157.9807	190.8458	-0.6363	0.7259	0.2611	-0.5459	-0.6629	0.5124	0.5450	0.1835	0.8181	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:04:24.947	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	65.0984
Sample 5	Session imported from “Hotspot+Block1.txt”	5	PMC_Target	177.8154	147.5036	192.0052	-0.6447	0.7021	0.3023	-0.5555	-0.7020	0.4457	0.5251	0.1194	0.8426	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:04:29.743	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	70.8088
Sample 6	Session imported from “Hotspot+Block1.txt”	6	PMC_Target	170.3209	147.2861	197.0587	-0.6258	0.7158	0.3099	-0.5589	-0.6886	0.4620	0.5441	0.1159	0.8310	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:04:41.728	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	148.4701
Sample 7	Session imported from “Hotspot+Block1.txt”	7	Sample 6	170.6815	146.9671	196.9345	-0.6346	0.7147	0.2941	-0.5683	-0.6894	0.4492	0.5238	0.1179	0.8436	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:05:17.445	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	114.2078
Sample 8	Session imported from “Hotspot+Block1.txt”	8	Sample 6	165.7218	141.7519	198.6029	-0.6362	0.7123	0.2965	-0.5782	-0.6946	0.4280	0.5108	0.1009	0.8538	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:05:22.112	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	156.4647
Sample 9	Session imported from “Hotspot+Block1.txt”	9	Sample 6	162.6025	136.8564	199.6229	-0.6344	0.7073	0.3117	-0.5835	-0.7027	0.4071	0.5070	0.0764	0.8586	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:05:27.434	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	109.6395
Sample 10	Session imported from “Hotspot+Block1.txt”	10	Sample 6	167.9322	143.3041	197.8442	-0.6392	0.7024	0.3131	-0.5792	-0.7076	0.4048	0.5059	0.0774	0.8591	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:05:33.187	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	114.2078
Sample 11	Session imported from “Hotspot+Block1.txt”	11	Sample 6	173.7416	149.7241	195.5026	-0.6433	0.7096	0.2875	-0.5752	-0.6958	0.4302	0.5053	0.1114	0.8557	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:05:39.026	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	122.2023
Sample 12	Session imported from “Hotspot+Block1.txt”	12	Sample 6	175.9040	151.5531	193.5012	-0.6341	0.7269	0.2637	-0.5648	-0.6683	0.4840	0.5281	0.1580	0.8344	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:05:45.043	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	111.9236
Sample 13	Session imported from “Hotspot+Block1.txt”	13	Sample 6	174.1006	149.1369	195.2691	-0.6355	0.7186	0.2826	-0.5622	-0.6814	0.4686	0.5293	0.1389	0.8370	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:05:50.671	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	121.0603
Sample 14	Session imported from “Hotspot+Block1.txt”	14	Sample 6	175.2375	141.7405	194.1884	-0.6158	0.7269	0.3041	-0.5653	-0.6764	0.4721	0.5489	0.1188	0.8274	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:05:58.961	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	147.3280
Sample 15	Session imported from “Hotspot+Block1.txt”	15	Sample 6	174.3462	143.2049	194.9783	-0.6162	0.7273	0.3022	-0.5627	-0.6750	0.4772	0.5511	0.1240	0.8252	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:06:04.171	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	272.9566
Sample 16	Session imported from “Hotspot+Block1.txt”	16	Sample 15	174.5245	142.6762	194.7971	-0.6001	0.7454	0.2903	-0.5680	-0.6526	0.5015	0.5633	0.1361	0.8150	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:06:30.699	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	140.4756
Sample 17	Session imported from “Hotspot+Block1.txt”	17	Sample 15	179.0639	147.5649	191.2321	-0.5893	0.7426	0.3182	-0.5525	-0.6578	0.5120	0.5895	0.1259	0.7979	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:06:45.997	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	118.7761
Sample 18	Session imported from “Hotspot+Block1.txt”	18	Sample 15	171.9626	139.2959	195.8056	-0.6086	0.7180	0.3378	-0.5568	-0.6897	0.4629	0.5654	0.0937	0.8195	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:06:51.558	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	195.2953
Sample 19	Session imported from “Hotspot+Block1.txt”	19	Sample 15	171.2540	139.6658	196.1685	-0.6097	0.7056	0.3612	-0.5471	-0.7043	0.4523	0.5735	0.0782	0.8154	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:07:02.993	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	455.6891
Sample 20	Session imported from “Hotspot+Block1.txt”	20	Sample 19	174.5661	142.5217	194.7548	-0.6262	0.7010	0.3413	-0.5403	-0.7058	0.4583	0.5621	0.1026	0.8207	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:07:14.114	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	174.7379
Sample 21	Session imported from “Hotspot+Block1.txt”	21	Sample 19	172.0041	139.5866	195.7987	-0.5729	0.7408	0.3508	-0.5664	-0.6671	0.4839	0.5925	0.0785	0.8018	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:07:24.537	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	159.8909
Sample 22	Session imported from “Hotspot+Block1.txt”	22	Sample 19	175.6801	143.7028	193.8146	-0.5902	0.7236	0.3579	-0.5607	-0.6864	0.4631	0.5808	0.0726	0.8108	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:07:29.790	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	172.4538
Sample 23	Session imported from “Hotspot+Block1.txt”	23	Sample 19	170.9976	139.5128	196.2849	-0.6216	0.6872	0.3760	-0.5142	-0.7201	0.4659	0.5909	0.0963	0.8010	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:07:48.250	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	161.0330
Sample 24	Session imported from “Hotspot+Block1.txt”	24	Sample 19	171.5663	139.5600	196.0126	-0.6336	0.6825	0.3644	-0.5245	-0.7251	0.4462	0.5688	0.0916	0.8174	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:07:57.417	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	83.3717
Sample 25	Session imported from “Hotspot+Block1.txt”	25	Sample 19	175.1284	142.8513	194.3361	-0.6270	0.6863	0.3686	-0.5257	-0.7219	0.4500	0.5749	0.0884	0.8134	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:08:02.307	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	115.3499
Sample 26	Session imported from “Hotspot+Block1.txt”	26	Sample 19	174.8246	135.6137	193.9110	-0.6150	0.6866	0.3878	-0.5225	-0.7232	0.4517	0.5906	0.0752	0.8035	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:08:07.627	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	111.9236
Sample 27	Session imported from “Hotspot+Block1.txt”	27	Sample 19	167.9431	135.3491	197.5717	-0.6192	0.6924	0.3704	-0.5160	-0.7143	0.4727	0.5919	0.1015	0.7996	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:08:13.352	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	97.0766
Sample 28	Session imported from “Hotspot+Block1.txt”	28	Sample 19	168.9509	143.0500	197.4299	-0.6140	0.7103	0.3441	-0.5158	-0.6911	0.5062	0.5974	0.1333	0.7908	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:08:19.913	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	126.7706
Sample 29	Session imported from “Hotspot+Block1.txt”	29	Sample 19	171.2312	139.7416	196.1820	-0.6125	0.7058	0.3559	-0.5054	-0.6959	0.5103	0.6078	0.1327	0.7829	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:08:25.666	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	111.9236
Sample 30	Session imported from “Hotspot+Block1.txt”	30	Sample 19	171.1659	139.9447	196.2201	-0.5941	0.7294	0.3392	-0.5622	-0.6781	0.4734	0.5753	0.0905	0.8129	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:09:53.310	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	85.6558
Sample 31	Session imported from “Hotspot+Block1.txt”	31	Sample 19	171.1451	139.7498	196.2232	-0.5845	0.7287	0.3569	-0.5595	-0.6805	0.4731	0.5876	0.0768	0.8055	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:10:03.091	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	37.6886
Sample 32	Session imported from “Hotspot+Block1.txt”	32	Sample 19	171.1942	139.7841	196.2010	-0.5819	0.7312	0.3560	-0.5661	-0.6785	0.4683	0.5839	0.0710	0.8087	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:10:11.031	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	52.5356
Sample 33	Session imported from “Hotspot+Block1.txt”	33	Sample 19	171.1783	139.7775	196.2084	-0.5841	0.7321	0.3506	-0.5629	-0.6765	0.4749	0.5848	0.0800	0.8072	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:10:20.155	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	124.4865
Sample 34	Session imported from “Hotspot+Block1.txt”	34	Sample 19	171.3056	139.9597	196.1542	-0.5821	0.7339	0.3501	-0.5604	-0.6741	0.4812	0.5891	0.0839	0.8037	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:10:28.638	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	51.3935
Sample 35	Session imported from “Hotspot+Block1.txt”	35	Sample 19	171.2225	139.6823	196.1840	-0.5837	0.7358	0.3434	-0.5568	-0.6705	0.4903	0.5910	0.0950	0.8011	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:10:37.219	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	259.2517
Sample 36	Session imported from “Hotspot+Block1.txt”	36	Sample 19	171.0439	139.9105	196.2769	-0.5841	0.7310	0.3529	-0.5625	-0.6779	0.4732	0.5852	0.0779	0.8072	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:10:44.661	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	81.0875
Sample 37	Session imported from “Hotspot+Block1.txt”	37	Sample 19	171.3073	139.7168	196.1449	-0.5842	0.7295	0.3558	-0.5565	-0.6791	0.4787	0.5908	0.0817	0.8027	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-24	10:10:52.642	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	60.5301
