# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 496	Session imported from “Block3.txt”	496	PSCrev2.5	181.1073	147.7208	190.0508	-0.0088	0.9961	0.0877	-0.8484	-0.0539	0.5267	0.5294	-0.0698	0.8455	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	11:57:39.164	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	5.7104
Sample 497	Session imported from “Block3.txt”	497	PSCrev2.5	181.0077	147.6096	190.0998	-0.0119	0.9960	0.0886	-0.8477	-0.0570	0.5273	0.5303	-0.0688	0.8450	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	11:57:39.666	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	6.8525
Sample 498	Session imported from “Block3.txt”	498	PSCrev2.5	181.1029	147.7790	190.0601	-0.0129	0.9959	0.0892	-0.8480	-0.0582	0.5269	0.5299	-0.0688	0.8453	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	11:57:40.167	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	4.5683
Sample 499	Session imported from “Block3.txt”	499	PSCrev2.5	180.8307	147.7960	190.2231	-0.0144	0.9958	0.0904	-0.8471	-0.0602	0.5281	0.5313	-0.0690	0.8444	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	11:57:40.668	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	6.8525
Sample 500	Session imported from “Block3.txt”	500	PSCrev2.5	180.9425	147.8705	190.1653	-0.0137	0.9958	0.0905	-0.8487	-0.0594	0.5256	0.5287	-0.0696	0.8459	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	11:57:41.170	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	6.8525
Sample 501	Session imported from “Block3.txt”	501	PSCrev2.5	180.9844	147.7242	190.1255	-0.0121	0.9956	0.0929	-0.8492	-0.0593	0.5248	0.5280	-0.0725	0.8462	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	11:57:41.671	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	5.7104
Sample 502	Session imported from “Block3.txt”	502	PSCrev2.5	181.1247	147.6784	190.0347	-0.0116	0.9954	0.0955	-0.8480	-0.0604	0.5265	0.5298	-0.0749	0.8448	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	11:57:42.171	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	7.9945
Sample 503	Session imported from “Block3.txt”	503	PSCrev2.5	180.9353	147.6923	190.1509	-0.0126	0.9954	0.0947	-0.8468	-0.0610	0.5284	0.5318	-0.0735	0.8437	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	11:57:42.673	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	4.5683
Sample 504	Session imported from “Block3.txt”	504	PSCrev2.5	181.0467	147.7637	190.0931	-0.0066	0.9948	0.1017	-0.8456	-0.0598	0.5305	0.5339	-0.0825	0.8415	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	11:57:53.064	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	5.7104
Sample 505	Session imported from “Block3.txt”	505	PSCrev2.5	181.0034	147.7816	190.1203	-0.0072	0.9947	0.1028	-0.8458	-0.0609	0.5300	0.5334	-0.0831	0.8417	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	11:57:53.566	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	5.7104
