# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 1	Session imported from “Hotspot+Block1.txt”	1	PSC	166.4668	173.3348	192.0973	-0.5635	0.8057	0.1824	-0.6173	-0.5574	0.5552	0.5490	0.2003	0.8115	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:07:45.542	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	6.8525
Sample 2	Session imported from “Hotspot+Block1.txt”	2	PSC	164.0122	154.9634	198.5406	-0.6080	0.7444	0.2760	-0.5728	-0.6520	0.4968	0.5498	0.1440	0.8228	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:08:09.394	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 3	Session imported from “Hotspot+Block1.txt”	3	PSC	170.7935	151.6582	196.7545	-0.6126	0.7439	0.2670	-0.5842	-0.6537	0.4810	0.5324	0.1387	0.8351	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:08:21.402	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	109.6395
Sample 4	Session imported from “Hotspot+Block1.txt”	4	PSC	174.4233	159.7248	193.4309	-0.6036	0.7565	0.2519	-0.5947	-0.6376	0.4897	0.5310	0.1458	0.8347	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:08:29.187	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	134.7652
Sample 5	Session imported from “Hotspot+Block1.txt”	5	PSC	164.0041	149.7229	198.9910	-0.6401	0.7353	0.2228	-0.6070	-0.6617	0.4401	0.4710	0.1465	0.8699	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:08:33.418	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	131.3390
Sample 6	Session imported from “Hotspot+Block1.txt”	6	PSC	174.2593	142.5062	194.9883	-0.5499	0.7937	0.2600	-0.6459	-0.6015	0.4702	0.5296	0.0906	0.8434	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:08:38.042	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	140.4756
Sample 7	Session imported from “Hotspot+Block1.txt”	7	PSC	165.0761	158.1157	197.6991	-0.6191	0.7662	0.1725	-0.6338	-0.6171	0.4664	0.4638	0.1794	0.8676	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:08:49.187	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	186.1587
Sample 8	Session imported from “Hotspot+Block1.txt”	8	PSC	177.4770	166.4119	189.2857	-0.5583	0.8144	0.1584	-0.6447	-0.5460	0.5351	0.5222	0.1966	0.8298	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:08:53.824	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	187.3008
Sample 9	Session imported from “Hotspot+Block1.txt”	9	PSC	191.3134	166.8673	176.9449	-0.6099	0.7519	0.2502	-0.5458	-0.6275	0.5553	0.5745	0.2021	0.7931	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:09:13.957	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	63.9564
Sample 10	Session imported from “Hotspot+Block1.txt”	10	PSC	165.5823	165.1224	195.8080	-0.5556	0.8176	0.1509	-0.6654	-0.5461	0.5090	0.4986	0.1824	0.8474	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:10:01.240	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	291.2299
Sample 11	Session imported from “Hotspot+Block1.txt”	11	PSC	170.0646	148.3790	197.1508	-0.4819	0.8569	0.1829	-0.7262	-0.5074	0.4639	0.4903	0.0907	0.8668	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:10:09.581	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	682.9626
Sample 12	Session imported from “Hotspot+Block1.txt”	12	Sample 11	171.5195	149.8357	196.5916	-0.4932	0.8499	0.1858	-0.7135	-0.5173	0.4725	0.4977	0.1005	0.8615	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:10:25.929	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	394.0169
Sample 13	Session imported from “Hotspot+Block1.txt”	13	Sample 11	171.3568	148.4743	196.6831	-0.5246	0.8277	0.1993	-0.6740	-0.5468	0.4967	0.5201	0.1262	0.8447	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:10:35.513	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	309.5031
Sample 14	Session imported from “Hotspot+Block1.txt”	14	Sample 11	177.1639	153.4250	192.6703	-0.5010	0.8492	0.1668	-0.6561	-0.4984	0.5666	0.5643	0.1744	0.8069	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:10:42.536	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	263.8200
Sample 15	Session imported from “Hotspot+Block1.txt”	15	Sample 11	170.7528	147.8342	196.9091	-0.5735	0.7936	0.2034	-0.6523	-0.5925	0.4727	0.4956	0.1384	0.8574	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:10:52.017	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	323.2080
Sample 16	Session imported from “Hotspot+Block1.txt”	16	Sample 11	169.6550	148.6344	197.2755	-0.5993	0.7705	0.2173	-0.6295	-0.6213	0.4666	0.4945	0.1428	0.8574	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:11:02.278	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	182.7325
Sample 17	Session imported from “Hotspot+Block1.txt”	17	Sample 11	175.5397	154.5046	193.4971	-0.5623	0.8058	0.1856	-0.6176	-0.5585	0.5538	0.5499	0.1968	0.8117	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:11:06.539	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	177.0221
Sample 18	Session imported from “Hotspot+Block1.txt”	18	Sample 11	167.1278	144.2856	198.0998	-0.5627	0.8035	0.1945	-0.6317	-0.5697	0.5258	0.5333	0.1730	0.8281	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:11:12.778	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	138.1914
Sample 19	Session imported from “Hotspot+Block1.txt”	19	Sample 11	175.8068	142.3791	193.6640	-0.5146	0.8344	0.1976	-0.6596	-0.5324	0.5305	0.5478	0.1427	0.8243	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:11:19.866	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	587.0280
Sample 20	Session imported from “Hotspot+Block1.txt”	20	Sample 11	167.6787	156.8837	197.0126	-0.5331	0.8331	0.1473	-0.6510	-0.5152	0.5575	0.5403	0.2013	0.8170	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:11:27.191	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	151.8964
Sample 21	Session imported from “Hotspot+Block1.txt”	21	Sample 11	173.6257	144.9991	195.6809	-0.4994	0.8445	0.1937	-0.6486	-0.5126	0.5627	0.5744	0.1554	0.8037	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:11:30.938	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	189.5849
Sample 22	Session imported from “Hotspot+Block1.txt”	22	Sample 11	179.5103	147.5790	190.9733	-0.4779	0.8614	0.1722	-0.6266	-0.4717	0.6203	0.6156	0.1886	0.7652	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:11:39.154	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	195.2953
Sample 23	Session imported from “Hotspot+Block1.txt”	23	Sample 11	177.6513	153.5920	192.4116	-0.4886	0.8587	0.1547	-0.6323	-0.4706	0.6154	0.6012	0.2029	0.7729	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:11:43.443	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	188.4429
Sample 24	Session imported from “Hotspot+Block1.txt”	24	Sample 11	188.8267	149.3108	183.7699	-0.4452	0.8761	0.1849	-0.6233	-0.4515	0.6385	0.6429	0.1690	0.7471	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:11:48.566	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	167.8854
Sample 25	Session imported from “Hotspot+Block1.txt”	25	Sample 11	182.2223	145.8909	189.1372	-0.4312	0.8781	0.2076	-0.6294	-0.4576	0.6281	0.6465	0.1402	0.7499	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:11:53.077	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	191.8691
Sample 26	Session imported from “Hotspot+Block1.txt”	26	Sample 11	176.0480	141.3227	193.4286	-0.4545	0.8645	0.2148	-0.6622	-0.4892	0.5676	0.5958	0.1157	0.7948	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:11:59.859	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	314.0714
Sample 27	Session imported from “Hotspot+Block1.txt”	27	Sample 11	174.4707	144.0626	194.9470	-0.4542	0.8645	0.2154	-0.6547	-0.4878	0.5774	0.6042	0.1212	0.7875	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:12:06.032	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	188.4428
Sample 28	Session imported from “Hotspot+Block1.txt”	28	Sample 11	177.2043	136.2111	192.1917	-0.4185	0.8695	0.2622	-0.6472	-0.4881	0.5856	0.6372	0.0754	0.7670	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:12:10.932	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	201.0057
Sample 29	Session imported from “Hotspot+Block1.txt”	29	Sample 11	170.0215	148.6944	197.1594	-0.5719	0.7926	0.2115	-0.6542	-0.5962	0.4654	0.4950	0.1278	0.8595	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:12:23.385	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	244.4047
Sample 30	Session imported from “Hotspot+Block1.txt”	30	Sample 11	160.6274	154.1700	199.8425	-0.5776	0.8040	0.1415	-0.6679	-0.5651	0.4844	0.4694	0.1853	0.8633	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:12:32.815	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	183.8745
Sample 31	Session imported from “Hotspot+Block1.txt”	31	Sample 11	171.2825	157.9210	195.4312	-0.5797	0.7996	0.1571	-0.6474	-0.5690	0.5070	0.4948	0.1922	0.8475	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:12:36.394	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	215.8527
Sample 32	Session imported from “Hotspot+Block1.txt”	32	Sample 11	167.4067	138.0786	197.9428	-0.5280	0.8238	0.2063	-0.6717	-0.5538	0.4921	0.5196	0.1213	0.8457	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:12:40.292	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	202.1478
Sample 33	Session imported from “Hotspot+Block1.txt”	33	Sample 11	178.6029	148.8386	191.6521	-0.5005	0.8436	0.1948	-0.6584	-0.5169	0.5471	0.5622	0.1456	0.8141	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	10:12:45.207	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	250.1151
