# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 696	Session imported from “Block4.txt”	696	PSCrev2.5	181.2868	147.7152	189.9332	-0.0011	0.9912	0.1325	-0.8454	-0.0717	0.5292	0.5341	-0.1114	0.8381	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	12:09:22.512	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	6.8525
Sample 697	Session imported from “Block4.txt”	697	PSCrev2.5	181.1128	147.5917	190.0329	-0.0038	0.9908	0.1352	-0.8466	-0.0752	0.5270	0.5323	-0.1125	0.8391	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	12:09:23.111	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	5.7104
Sample 698	Session imported from “Block4.txt”	698	PSCrev2.5	181.1292	147.6431	190.0279	-0.0047	0.9907	0.1361	-0.8466	-0.0764	0.5267	0.5322	-0.1127	0.8391	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	12:09:23.612	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	4.5683
Sample 699	Session imported from “Block4.txt”	699	PSCrev2.5	180.8422	147.7906	190.2158	-0.0045	0.9907	0.1362	-0.8458	-0.0764	0.5280	0.5335	-0.1128	0.8383	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	12:09:24.211	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	5.7104
Sample 700	Session imported from “Block4.txt”	700	PSCrev2.5	180.8642	147.7929	190.2032	-0.0050	0.9906	0.1370	-0.8463	-0.0772	0.5271	0.5327	-0.1133	0.8387	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	12:09:24.712	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	6.8525
Sample 701	Session imported from “Block4.txt”	701	PSCrev2.5	180.9547	147.8433	190.1553	-0.0015	0.9904	0.1381	-0.8477	-0.0745	0.5253	0.5305	-0.1163	0.8397	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	12:09:25.311	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	7.9945
Sample 702	Session imported from “Block4.txt”	702	PSCrev2.5	181.0608	147.8095	190.0895	-0.0024	0.9900	0.1413	-0.8473	-0.0771	0.5255	0.5311	-0.1185	0.8390	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	12:09:25.812	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	6.8525
Sample 703	Session imported from “Block4.txt”	703	PSCrev2.5	181.0196	147.6779	190.1000	0.0011	0.9906	0.1367	-0.8471	-0.0717	0.5266	0.5315	-0.1164	0.8391	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	12:09:26.412	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	4.5683
Sample 704	Session imported from “Block4.txt”	704	PSCrev2.5	181.1429	147.7939	190.0357	0.0025	0.9918	0.1280	-0.8445	-0.0665	0.5315	0.5356	-0.1094	0.8374	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	12:09:36.408	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	4.5683
Sample 705	Session imported from “Block4.txt”	705	PSCrev2.5	180.9586	147.6578	190.1337	0.0033	0.9915	0.1300	-0.8443	-0.0669	0.5317	0.5359	-0.1115	0.8369	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-01	12:09:36.910	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	6.8525
