# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 602	Session imported from “Block3.txt”	602	PMCtarget_1.5mm	182.7652	122.7414	173.5178	-0.7256	0.0443	0.6867	-0.2144	-0.9628	-0.1645	0.6539	-0.2666	0.7081	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:27.909	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 603	Session imported from “Block3.txt”	603	PMCtarget_1.5mm	182.9181	122.6659	173.3571	-0.7227	0.0463	0.6896	-0.2146	-0.9635	-0.1602	0.6570	-0.2638	0.7062	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:28.410	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 604	Session imported from “Block3.txt”	604	PMCtarget_1.5mm	182.8816	122.6327	173.3777	-0.7225	0.0489	0.6896	-0.2166	-0.9633	-0.1587	0.6565	-0.2640	0.7066	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:28.913	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 605	Session imported from “Block3.txt”	605	PMCtarget_1.5mm	182.8211	122.3035	173.3184	-0.7230	0.0465	0.6892	-0.2115	-0.9647	-0.1567	0.6576	-0.2591	0.7074	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:29.414	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 606	Session imported from “Block3.txt”	606	PMCtarget_1.5mm	182.9721	122.2914	173.1819	-0.7225	0.0481	0.6897	-0.2125	-0.9647	-0.1553	0.6579	-0.2588	0.7072	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:29.916	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 607	Session imported from “Block3.txt”	607	PMCtarget_1.5mm	183.0559	122.3377	173.1242	-0.7204	0.0465	0.6920	-0.2133	-0.9642	-0.1573	0.6599	-0.2609	0.7046	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:30.418	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 608	Session imported from “Block3.txt”	608	PMCtarget_1.5mm	183.0530	122.2563	173.0989	-0.7205	0.0457	0.6920	-0.2142	-0.9637	-0.1594	0.6596	-0.2631	0.7041	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:30.920	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 609	Session imported from “Block3.txt”	609	PMCtarget_1.5mm	182.8772	122.3803	173.2954	-0.7245	0.0444	0.6878	-0.2142	-0.9630	-0.1634	0.6551	-0.2657	0.7072	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:31.422	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 610	Session imported from “Block3.txt”	610	PMCtarget_1.5mm	182.4999	122.7025	173.7373	-0.7181	0.0362	0.6950	-0.2105	-0.9632	-0.1673	0.6633	-0.2664	0.6993	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:41.816	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 611	Session imported from “Block3.txt”	611	PMCtarget_1.5mm	182.5343	122.8165	173.7472	-0.7200	0.0361	0.6930	-0.2095	-0.9634	-0.1674	0.6616	-0.2657	0.7012	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:42.318	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 612	Session imported from “Block3.txt”	612	PMCtarget_1.5mm	182.5813	123.0467	173.7896	-0.7191	0.0347	0.6940	-0.2106	-0.9627	-0.1700	0.6622	-0.2684	0.6996	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:42.820	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 613	Session imported from “Block3.txt”	613	PMCtarget_1.5mm	182.6154	122.8163	173.6758	-0.7187	0.0343	0.6945	-0.2094	-0.9631	-0.1692	0.6630	-0.2670	0.6993	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:43.321	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 614	Session imported from “Block3.txt”	614	PMCtarget_1.5mm	182.5647	122.7577	173.6997	-0.7187	0.0364	0.6944	-0.2105	-0.9632	-0.1674	0.6627	-0.2665	0.6999	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:43.823	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 615	Session imported from “Block3.txt”	615	PMCtarget_1.5mm	182.6211	122.8250	173.6739	-0.7193	0.0362	0.6937	-0.2115	-0.9626	-0.1691	0.6617	-0.2683	0.7001	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:44.422	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 616	Session imported from “Block3.txt”	616	PMCtarget_1.5mm	182.6209	122.9147	173.7056	-0.7205	0.0364	0.6925	-0.2125	-0.9622	-0.1705	0.6601	-0.2700	0.7010	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:44.924	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 617	Session imported from “Block3.txt”	617	PMCtarget_1.5mm	182.6328	122.9025	173.6909	-0.7193	0.0343	0.6938	-0.2125	-0.9618	-0.1728	0.6614	-0.2717	0.6991	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:45.523	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 618	Session imported from “Block3.txt”	618	PMCtarget_1.5mm	182.4554	122.4981	173.7055	-0.7221	0.0261	0.6913	-0.1984	-0.9651	-0.1708	0.6627	-0.2604	0.7021	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:55.713	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 619	Session imported from “Block3.txt”	619	PMCtarget_1.5mm	182.3920	122.5120	173.7659	-0.7194	0.0250	0.6941	-0.1988	-0.9649	-0.1713	0.6655	-0.2612	0.6992	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:56.214	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 620	Session imported from “Block3.txt”	620	PMCtarget_1.5mm	182.3134	122.2334	173.7398	-0.7177	0.0257	0.6959	-0.1999	-0.9649	-0.1705	0.6671	-0.2615	0.6976	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:56.716	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 621	Session imported from “Block3.txt”	621	PMCtarget_1.5mm	182.4327	122.2550	173.6425	-0.7194	0.0268	0.6941	-0.1990	-0.9653	-0.1690	0.6655	-0.2597	0.6998	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:57.217	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 622	Session imported from “Block3.txt”	622	PMCtarget_1.5mm	182.5621	122.1609	173.4968	-0.7190	0.0300	0.6944	-0.2009	-0.9654	-0.1664	0.6653	-0.2591	0.7001	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:57.718	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 623	Session imported from “Block3.txt”	623	PMCtarget_1.5mm	182.6374	122.3972	173.5115	-0.7218	0.0307	0.6914	-0.2014	-0.9651	-0.1674	0.6621	-0.2601	0.7028	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:58.219	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 624	Session imported from “Block3.txt”	624	PMCtarget_1.5mm	182.6371	122.2912	173.4756	-0.7212	0.0264	0.6922	-0.1989	-0.9651	-0.1704	0.6635	-0.2606	0.7013	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:58.722	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	20.5574
Sample 625	Session imported from “Block3.txt”	625	PMCtarget_1.5mm	182.6915	122.2250	173.4052	-0.7206	0.0277	0.6928	-0.1995	-0.9652	-0.1690	0.6640	-0.2600	0.7011	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:31:59.224	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
