# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 1	Session imported from “Hotspot+Block1.txt”	1	PSC	128.0000	128.0000	207.9386	1.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	1.0000	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-02	11:07:06.449	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	5.7104
Sample 2	Session imported from “Hotspot+Block1.txt”	2	PSC	177.6259	132.8904	193.5672	-0.6494	0.6578	0.3816	-0.5466	-0.7526	0.3672	0.5287	0.0299	0.8483	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-02	11:08:54.638	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	12.5629
Sample 3	Session imported from “Hotspot+Block1.txt”	3	PSC	186.1317	133.7771	187.9890	-0.7131	0.5903	0.3781	-0.4545	-0.8000	0.3918	0.5338	0.1075	0.8388	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-02	11:09:23.192	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	6.8525
Sample 4	Session imported from “Hotspot+Block1.txt”	4	PSC	177.7537	123.5822	193.3525	-0.7292	0.5580	0.3960	-0.4160	-0.8210	0.3910	0.5433	0.1204	0.8308	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-02	11:09:35.140	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	6.8525
Sample 5	Session imported from “Hotspot+Block1.txt”	5	PSC	187.6941	131.0224	187.0124	-0.7478	0.5049	0.4310	-0.3735	-0.8567	0.3557	0.5489	0.1050	0.8293	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-02	11:10:01.253	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	6.8525
Sample 6	Session imported from “Hotspot+Block1.txt”	6	PSC	179.1482	125.3537	192.6444	-0.7451	0.5396	0.3920	-0.4260	-0.8373	0.3429	0.5132	0.0885	0.8537	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-02	11:10:10.041	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	6.8525
Sample 7	Session imported from “Hotspot+Block1.txt”	7	PSC	187.0831	128.3129	187.5064	-0.7015	0.5850	0.4070	-0.4540	-0.8071	0.3776	0.5494	0.0801	0.8317	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-02	11:10:22.530	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	5.7104
Sample 8	Session imported from “Hotspot+Block1.txt”	8	PSC	166.0662	125.5847	199.9631	-0.7646	0.5972	0.2424	-0.5358	-0.7979	0.2761	0.3583	0.0812	0.9301	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-02	11:10:49.147	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	7.9945
Sample 9	Session imported from “Hotspot+Block1.txt”	9	PSC	167.8239	115.0176	197.9852	-0.7725	0.5745	0.2705	-0.5116	-0.8154	0.2709	0.3762	0.0709	0.9238	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-02	11:10:57.241	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	7.9945
Sample 10	Session imported from “Hotspot+Block1.txt”	10	PSC	178.4066	121.1989	192.7160	-0.7822	0.5503	0.2922	-0.4726	-0.8296	0.2973	0.4060	0.0945	0.9090	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-02	11:11:05.306	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	6.8525
