# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 1	Session imported from “Hotspot+Block1.txt”	1	PMC	128.0000	128.0000	205.6937	1.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	1.0000	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:09:03.036	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 2	Session imported from “Hotspot+Block1.txt”	2	PMC	173.1186	95.0597	181.1693	-0.6911	0.5200	0.5021	-0.5701	-0.8191	0.0637	0.4444	-0.2422	0.8625	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:10:13.527	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	10.2787
Sample 3	Session imported from “Hotspot+Block1.txt”	3	PMC	183.8204	98.0569	171.5538	-0.7151	0.5013	0.4871	-0.5610	-0.8273	0.0278	0.4169	-0.2534	0.8729	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:10:21.026	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	9.1366
Sample 4	Session imported from “Hotspot+Block1.txt”	4	PMC	167.4091	89.7287	184.0409	-0.7508	0.4871	0.4462	-0.5610	-0.8268	-0.0413	0.3488	-0.2813	0.8940	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:10:30.500	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	7.9945
Sample 5	Session imported from “Hotspot+Block1.txt”	5	PMC	170.3848	83.4715	178.5500	-0.7322	0.4918	0.4712	-0.5721	-0.8195	-0.0336	0.3696	-0.2942	0.8814	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:10:41.857	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	9.1366
Sample 6	Session imported from “Hotspot+Block1.txt”	6	PMC	181.4333	94.6303	172.6393	-0.7231	0.5040	0.4724	-0.5542	-0.8315	0.0387	0.4123	-0.2338	0.8805	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:10:48.239	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	11.4208
Sample 7	Session imported from “Hotspot+Block1.txt”	7	PMC	175.6057	80.6146	171.7730	-0.6633	0.4940	0.5622	-0.6186	-0.7846	-0.0404	0.4211	-0.3746	0.8260	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:11:11.884	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	10.2787
Sample 8	Session imported from “Hotspot+Block1.txt”	8	PMC	180.9933	94.5757	173.0584	-0.6845	0.4663	0.5605	-0.5953	-0.8012	-0.0605	0.4208	-0.3751	0.8260	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:11:18.711	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	10.2787
Sample 9	Session imported from “Hotspot+Block1.txt”	9	PMC	174.4646	89.7295	177.6485	-0.7054	0.4261	0.5665	-0.5641	-0.8213	-0.0847	0.4292	-0.3793	0.8197	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:11:38.153	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 10	Session imported from “Hotspot+Block1.txt”	10	PMC	184.4589	92.1561	167.8055	-0.7149	0.4321	0.5497	-0.5520	-0.8314	-0.0643	0.4292	-0.3494	0.8329	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:11:47.174	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 11	Session imported from “Hotspot+Block1.txt”	11	PMC	172.5964	89.8678	179.5843	-0.7330	0.4219	0.5336	-0.5415	-0.8367	-0.0823	0.4117	-0.3493	0.8417	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:11:56.701	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	11.4208
Sample 12	Session imported from “Hotspot+Block1.txt”	12	PMC	173.8986	83.7443	175.3502	-0.6566	0.4699	0.5900	-0.5861	-0.8102	-0.0070	0.4747	-0.3504	0.8074	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:12:15.821	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 13	Session imported from “Hotspot+Block1.txt”	13	PMC	177.4897	94.4007	176.7452	-0.6657	0.4635	0.5847	-0.5692	-0.8222	0.0038	0.4825	-0.3303	0.8112	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:12:23.654	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 14	Session imported from “Hotspot+Block1.txt”	14	PMC	168.0873	88.1195	182.7417	-0.7365	0.4639	0.4924	-0.5533	-0.8318	-0.0440	0.3892	-0.3048	0.8693	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:12:43.384	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 15	Session imported from “Hotspot+Block1.txt”	15	PMC	181.2036	92.5890	171.8576	-0.7393	0.4783	0.4740	-0.5562	-0.8305	-0.0295	0.3795	-0.2855	0.8800	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:12:50.058	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 16	Session imported from “Hotspot+Block1.txt”	16	PMC	170.2521	77.5612	175.2087	-0.7070	0.5317	0.4664	-0.6198	-0.7834	-0.0465	0.3406	-0.3219	0.8834	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:12:55.367	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 17	Session imported from “Hotspot+Block1.txt”	17	PMC	180.5358	85.2783	168.7380	-0.6571	0.5504	0.5151	-0.6345	-0.7728	0.0164	0.4071	-0.3160	0.8570	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:13:17.759	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	37.6886
Sample 18	Session imported from “Hotspot+Block1.txt”	18	PMC	167.2408	86.3288	182.6439	-0.7390	0.4650	0.4875	-0.5506	-0.8338	-0.0393	0.3882	-0.2975	0.8722	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:13:40.557	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	42.2569
Sample 19	Session imported from “Hotspot+Block1.txt”	19	PMC	174.4885	95.6036	180.0577	-0.6927	0.4665	0.5500	-0.5439	-0.8387	0.0264	0.4736	-0.2808	0.8347	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:14:06.723	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	33.1203
Sample 20	Session imported from “Hotspot+Block1.txt”	20	PMC	164.0046	87.7124	185.9183	-0.7645	0.4079	0.4992	-0.5237	-0.8445	-0.1119	0.3759	-0.3470	0.8592	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:14:28.823	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	46.8252
Sample 21	Session imported from “Hotspot+Block1.txt”	21	PMC	169.1067	82.2999	179.0107	-0.7848	0.3074	0.5381	-0.4476	-0.8817	-0.1492	0.4286	-0.3580	0.8296	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:14:38.176	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	41.1148
Sample 22	Session imported from “Hotspot+Block1.txt”	22	PMC	173.0040	115.4078	187.6374	-0.7579	0.3904	0.5227	-0.4486	-0.8936	0.0169	0.4737	-0.2217	0.8524	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:14:55.291	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	359.7545
Sample 23	Session imported from “Hotspot+Block1.txt”	23	Sample 22	181.0048	128.5985	183.9447	-0.6801	0.5161	0.5207	-0.5206	-0.8400	0.1527	0.5162	-0.1672	0.8400	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:15:14.437	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	277.5249
Sample 24	Session imported from “Hotspot+Block1.txt”	24	Sample 22	185.6146	119.6237	176.7030	-0.7047	0.4651	0.5358	-0.4861	-0.8666	0.1129	0.5168	-0.1809	0.8368	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:15:18.853	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	58.2460
Sample 25	Session imported from “Hotspot+Block1.txt”	25	Sample 22	184.3640	109.2005	175.0935	-0.7278	0.4179	0.5437	-0.4532	-0.8882	0.0761	0.5147	-0.1910	0.8358	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:15:24.024	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	231.8418
Sample 26	Session imported from “Hotspot+Block1.txt”	26	Sample 25	185.0264	109.0209	174.4215	-0.7222	0.4125	0.5552	-0.4570	-0.8871	0.0646	0.5192	-0.2071	0.8292	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:15:44.646	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	368.8911
Sample 27	Session imported from “Hotspot+Block1.txt”	27	Sample 25	187.9783	114.3002	173.2014	-0.7140	0.4289	0.5533	-0.4634	-0.8820	0.0857	0.5248	-0.1952	0.8285	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:15:52.143	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	135.9073
Sample 28	Session imported from “Hotspot+Block1.txt”	28	Sample 25	189.6364	107.1800	168.9081	-0.7331	0.3939	0.5544	-0.4514	-0.8916	0.0365	0.5087	-0.2235	0.8314	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:15:58.232	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	66.2405
Sample 29	Session imported from “Hotspot+Block1.txt”	29	Sample 25	185.4378	102.1231	171.4100	-0.7326	0.3787	0.5656	-0.4317	-0.9009	0.0441	0.5263	-0.2119	0.8235	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:16:05.130	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	60.5301
Sample 30	Session imported from “Hotspot+Block1.txt”	30	Sample 25	181.8618	101.9490	175.2704	-0.7245	0.3877	0.5699	-0.4356	-0.8983	0.0573	0.5342	-0.2067	0.8197	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:16:11.273	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	94.7925
Sample 31	Session imported from “Hotspot+Block1.txt”	31	Sample 25	178.2688	105.8040	179.8496	-0.7443	0.3681	0.5573	-0.4067	-0.9116	0.0589	0.5297	-0.1828	0.8282	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-27	11:16:18.240	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	70.8088
