# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 1	Session imported from “Hotspot+Block1.txt”	1	PMC	128.0000	128.0000	205.6937	1.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	1.0000	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:27:37.706	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	9.1366
Sample 2	Session imported from “Hotspot+Block1.txt”	2	PMC	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:28:40.532	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 3	Session imported from “Hotspot+Block1.txt”	3	PMC	169.0090	93.0426	184.1142	-0.4275	0.8040	0.4133	-0.7963	-0.5513	0.2489	0.4280	-0.2227	0.8759	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:29:27.412	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	10.2787
Sample 4	Session imported from “Hotspot+Block1.txt”	4	PMC	181.4302	98.1677	174.1555	-0.5099	0.6611	0.5505	-0.6905	-0.6961	0.1964	0.5130	-0.2800	0.8114	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:29:48.299	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	10.2787
Sample 5	Session imported from “Hotspot+Block1.txt”	5	PMC	172.9437	93.4239	180.7162	-0.5340	0.6669	0.5197	-0.7048	-0.6906	0.1621	0.4670	-0.2797	0.8388	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:29:59.081	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 6	Session imported from “Hotspot+Block1.txt”	6	PMC	175.6048	119.8851	186.8160	-0.5706	0.6928	0.4409	-0.6488	-0.7095	0.2751	0.5034	-0.1291	0.8543	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:30:28.859	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	10.2787
Sample 7	Session imported from “Hotspot+Block1.txt”	7	PMC	183.7222	118.4859	178.1727	-0.5604	0.7069	0.4315	-0.6314	-0.7018	0.3297	0.5359	-0.0877	0.8397	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:30:36.289	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	10.2787
Sample 8	Session imported from “Hotspot+Block1.txt”	8	PMC	179.6280	116.7776	181.7698	-0.5677	0.7036	0.4273	-0.6742	-0.6953	0.2492	0.4724	-0.1466	0.8691	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:30:56.798	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	11.4208
Sample 9	Session imported from “Hotspot+Block1.txt”	9	PMC	168.2231	110.2247	190.2616	-0.5406	0.7248	0.4271	-0.7035	-0.6679	0.2430	0.4614	-0.1691	0.8709	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:31:07.723	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 10	Session imported from “Hotspot+Block1.txt”	10	PMC	180.1342	111.4183	179.8331	-0.5876	0.6616	0.4658	-0.6148	-0.7393	0.2745	0.5260	-0.1251	0.8412	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:31:18.814	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 11	Session imported from “Hotspot+Block1.txt”	11	PMC	167.7208	100.8375	188.1943	-0.6213	0.6400	0.4521	-0.6001	-0.7596	0.2507	0.5039	-0.1155	0.8560	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:31:27.706	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	10.2787
Sample 12	Session imported from “Hotspot+Block1.txt”	12	PMC	179.5343	111.7862	180.5562	-0.5654	0.6938	0.4460	-0.6755	-0.6998	0.2324	0.4734	-0.1699	0.8643	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:31:45.394	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 13	Session imported from “Hotspot+Block1.txt”	13	PMC	171.7225	117.6469	189.2618	-0.5287	0.7645	0.3688	-0.7390	-0.6283	0.2432	0.4176	-0.1440	0.8971	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:32:25.483	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	20.5574
Sample 14	Session imported from “Hotspot+Block1.txt”	14	PMC	180.1536	117.0315	181.2515	-0.4901	0.7497	0.4446	-0.7363	-0.6291	0.2492	0.4665	-0.2052	0.8604	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:32:34.167	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 15	Session imported from “Hotspot+Block1.txt”	15	PMC	175.0902	107.9513	183.7269	-0.5250	0.7006	0.4832	-0.6857	-0.6845	0.2474	0.5041	-0.2015	0.8398	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:32:44.618	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 16	Session imported from “Hotspot+Block1.txt”	16	PMC	176.7332	103.2403	180.5187	-0.5315	0.7332	0.4242	-0.7141	-0.6572	0.2412	0.4556	-0.1747	0.8729	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:33:09.192	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	26.2678
Sample 17	Session imported from “Hotspot+Block1.txt”	17	PMC	183.0317	113.1975	177.4190	-0.5332	0.6892	0.4906	-0.6750	-0.6962	0.2444	0.5100	-0.2008	0.8364	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:33:23.091	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	28.5519
Sample 18	Session imported from “Hotspot+Block1.txt”	18	Sample 17	191.8948	121.2903	171.9816	-0.4829	0.7231	0.4939	-0.7085	-0.6541	0.2648	0.5146	-0.2221	0.8282	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:33:56.630	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	26.2678
Sample 19	Session imported from “Hotspot+Block1.txt”	19	Sample 17	193.8523	113.6670	166.2512	-0.4804	0.7055	0.5210	-0.7030	-0.6650	0.2523	0.5245	-0.2451	0.8154	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:34:02.878	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	29.6940
Sample 20	Session imported from “Hotspot+Block1.txt”	20	Sample 17	189.5685	102.1631	166.4956	-0.4658	0.7205	0.5137	-0.7161	-0.6480	0.2595	0.5198	-0.2470	0.8178	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:34:08.206	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	35.4044
Sample 21	Session imported from “Hotspot+Block1.txt”	21	Sample 17	180.0530	98.5774	175.8430	-0.4370	0.7644	0.4741	-0.7426	-0.6040	0.2893	0.5075	-0.2256	0.8316	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:34:14.955	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	42.2569
Sample 22	Session imported from “Hotspot+Block1.txt”	22	Sample 17	173.7348	101.7513	183.0106	-0.5132	0.7218	0.4644	-0.7139	-0.6594	0.2359	0.4765	-0.2104	0.8536	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:34:26.740	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	46.8252
Sample 23	Session imported from “Hotspot+Block1.txt”	23	Sample 17	172.3422	112.4644	187.5125	-0.5238	0.7196	0.4558	-0.6928	-0.6713	0.2636	0.4957	-0.1777	0.8501	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:34:33.266	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	55.9618
Sample 24	Session imported from “Hotspot+Block1.txt”	24	Sample 17	183.3302	113.0930	177.1039	-0.4421	0.7928	0.4195	-0.7357	-0.5881	0.3360	0.5131	-0.1601	0.8433	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:34:53.592	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	65.0984
Sample 25	Session imported from “Hotspot+Block1.txt”	25	Sample 17	191.8926	120.8081	171.8493	-0.4410	0.8014	0.4040	-0.7385	-0.5798	0.3440	0.5100	-0.1467	0.8476	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:35:01.466	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	52.5356
Sample 26	Session imported from “Hotspot+Block1.txt”	26	Sample 17	190.6083	102.5179	165.3658	-0.5363	0.6790	0.5014	-0.6527	-0.7102	0.2637	0.5351	-0.1858	0.8241	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:35:14.924	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	58.2460
Sample 27	Session imported from “Hotspot+Block1.txt”	27	Sample 17	183.7757	108.0538	175.3401	-0.5946	0.6703	0.4440	-0.6250	-0.7327	0.2692	0.5058	-0.1174	0.8546	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:36:13.012	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	154.1805
Sample 28	Session imported from “Hotspot+Block1.txt”	28	Sample 27	193.7599	117.5071	168.0861	-0.4783	0.7700	0.4223	-0.6963	-0.6256	0.3518	0.5351	-0.1258	0.8354	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:36:42.761	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	101.6449
Sample 29	Session imported from “Hotspot+Block1.txt”	29	Sample 27	193.9940	107.3449	163.2811	-0.4751	0.7534	0.4546	-0.6866	-0.6405	0.3439	0.5503	-0.1487	0.8216	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:36:48.619	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	99.3608
Sample 30	Session imported from “Hotspot+Block1.txt”	30	Sample 27	189.7408	97.0244	163.6129	-0.4698	0.7584	0.4518	-0.7053	-0.6302	0.3245	0.5309	-0.1662	0.8310	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:36:54.659	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	86.7979
Sample 31	Session imported from “Hotspot+Block1.txt”	31	Sample 27	182.4836	94.1504	171.2900	-0.5900	0.6362	0.4970	-0.6325	-0.7469	0.2052	0.5018	-0.1933	0.8431	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:37:05.803	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	86.7979
Sample 32	Session imported from “Hotspot+Block1.txt”	32	Sample 27	176.0798	97.6141	179.3135	-0.5584	0.6599	0.5027	-0.6579	-0.7214	0.2163	0.5054	-0.2099	0.8370	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:37:17.782	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	115.3499
Sample 33	Session imported from “Hotspot+Block1.txt”	33	Sample 27	173.8758	106.7906	184.5531	-0.5485	0.7037	0.4517	-0.6764	-0.6910	0.2551	0.4916	-0.1656	0.8549	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:37:26.297	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	145.0439
Sample 34	Session imported from “Hotspot+Block1.txt”	34	Sample 27	176.3900	117.6178	185.4698	-0.5843	0.6765	0.4483	-0.6290	-0.7266	0.2766	0.5129	-0.1203	0.8500	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:37:38.282	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	155.3226
Sample 35	Session imported from “Hotspot+Block1.txt”	35	Sample 27	172.8240	106.8752	185.6257	-0.5522	0.7055	0.4443	-0.6707	-0.6924	0.2660	0.4953	-0.1511	0.8555	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:37:47.244	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	147.3280
Sample 36	Session imported from “Hotspot+Block1.txt”	36	Sample 27	184.6234	122.8336	178.4987	-0.6013	0.6430	0.4744	-0.5754	-0.7604	0.3012	0.5544	-0.0919	0.8272	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:37:58.029	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	137.0493
Sample 37	Session imported from “Hotspot+Block1.txt”	37	Sample 27	192.1262	119.0426	170.9565	-0.6048	0.6141	0.5070	-0.5412	-0.7840	0.3040	0.5842	-0.0905	0.8065	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:38:08.650	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	124.4865
Sample 38	Session imported from “Hotspot+Block1.txt”	38	Sample 27	184.1489	107.2197	174.7455	-0.6052	0.6348	0.4803	-0.5916	-0.7624	0.2622	0.5326	-0.1255	0.8370	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:38:19.240	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	117.6340
Sample 39	Session imported from “Hotspot+Block1.txt”	39	Sample 27	188.0126	112.3054	172.5612	-0.4686	0.7823	0.4104	-0.7142	-0.6089	0.3453	0.5200	-0.1313	0.8440	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:39:42.726	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	106.2132
Sample 40	Session imported from “Hotspot+Block1.txt”	40	Sample 27	186.0213	116.2946	175.3804	-0.4526	0.8079	0.3775	-0.7434	-0.5756	0.3406	0.4925	-0.1265	0.8611	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:39:48.932	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	90.2242
Sample 41	Session imported from “Hotspot+Block1.txt”	41	Sample 27	179.2999	114.9593	181.6069	-0.5273	0.7466	0.4056	-0.6936	-0.6540	0.3021	0.4908	-0.1220	0.8627	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:40:00.966	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	272.9566
Sample 42	Session imported from “Hotspot+Block1.txt”	42	Sample 27	177.7056	107.7488	181.0427	-0.4968	0.7719	0.3968	-0.7218	-0.6213	0.3049	0.4818	-0.1350	0.8658	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:40:09.676	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	107.3553
Sample 43	Session imported from “Hotspot+Block1.txt”	43	Sample 27	178.7119	102.5626	178.4838	-0.4951	0.7695	0.4035	-0.7145	-0.6248	0.3148	0.4943	-0.1324	0.8591	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:40:17.455	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	117.6340
Sample 44	Session imported from “Hotspot+Block1.txt”	44	Sample 27	175.6236	115.2592	185.4598	-0.5313	0.7421	0.4086	-0.6847	-0.6602	0.3088	0.4990	-0.1157	0.8589	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:40:26.610	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	142.7597
Sample 45	Session imported from “Hotspot+Block1.txt”	45	Sample 27	174.8868	108.2539	184.0312	-0.5105	0.7525	0.4161	-0.6932	-0.6465	0.3187	0.5088	-0.1257	0.8516	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:40:33.372	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	142.7597
Sample 46	Session imported from “Hotspot+Block1.txt”	46	Sample 27	177.4150	98.9566	178.5416	-0.5030	0.7607	0.4102	-0.7081	-0.6349	0.3091	0.4956	-0.1350	0.8580	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:40:40.818	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	140.4756
Sample 47	Session imported from “Hotspot+Block1.txt”	47	Sample 41	184.1071	119.7279	178.1441	-0.5192	0.7387	0.4298	-0.6853	-0.6603	0.3070	0.5106	-0.1351	0.8491	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:41:31.578	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	362.0387
Sample 48	Session imported from “Hotspot+Block1.txt”	48	Sample 41	185.6699	112.8086	174.8095	-0.5113	0.7436	0.4310	-0.6821	-0.6561	0.3229	0.5229	-0.1289	0.8426	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:41:38.716	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	111.9236
Sample 49	Session imported from “Hotspot+Block1.txt”	49	Sample 41	183.5648	106.6253	175.1164	-0.4808	0.7624	0.4331	-0.7019	-0.6307	0.3310	0.5255	-0.1448	0.8384	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:41:47.092	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	114.2078
Sample 50	Session imported from “Hotspot+Block1.txt”	50	Sample 41	177.8126	103.9882	179.7057	-0.4688	0.7763	0.4215	-0.7246	-0.6108	0.3191	0.5052	-0.1558	0.8488	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:41:53.465	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	121.0603
Sample 51	Session imported from “Hotspot+Block1.txt”	51	Sample 41	174.0621	108.8265	185.0457	-0.4567	0.7822	0.4237	-0.7369	-0.5995	0.3124	0.4984	-0.1696	0.8502	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:42:00.049	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	183.8745
Sample 52	Session imported from “Hotspot+Block1.txt”	52	Sample 41	173.3509	116.0364	187.5203	-0.4675	0.7739	0.4273	-0.7231	-0.6128	0.3188	0.5085	-0.1599	0.8461	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:42:07.189	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	185.0166
Sample 53	Session imported from “Hotspot+Block1.txt”	53	Sample 41	175.5500	122.5562	187.6885	-0.5020	0.7534	0.4247	-0.7042	-0.6412	0.3051	0.5021	-0.1459	0.8524	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:42:13.687	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	170.1696
Sample 54	Session imported from “Hotspot+Block1.txt”	54	Sample 41	181.3420	125.8712	182.7881	-0.5289	0.7363	0.4220	-0.6692	-0.6677	0.3263	0.5220	-0.1098	0.8458	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:42:21.592	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	162.1751
Sample 55	Session imported from “Hotspot+Block1.txt”	55	Sample 41	185.9465	122.7035	177.2413	-0.5394	0.7189	0.4384	-0.6496	-0.6866	0.3266	0.5358	-0.1086	0.8373	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:42:28.022	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	143.9018
Sample 56	Session imported from “Hotspot+Block1.txt”	56	Sample 41	179.6912	115.1346	181.2397	-0.5843	0.6764	0.4483	-0.6479	-0.7215	0.2442	0.4887	-0.1478	0.8599	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:42:45.970	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	155.3226
Sample 57	Session imported from “Hotspot+Block1.txt”	57	Sample 41	186.0288	120.2841	176.5072	-0.4391	0.8084	0.3920	-0.7306	-0.5752	0.3678	0.5228	-0.1249	0.8432	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:43:23.878	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	189.5849
Sample 58	Session imported from “Hotspot+Block1.txt”	58	Sample 41	187.8739	112.9879	172.8843	-0.4230	0.8113	0.4037	-0.7323	-0.5684	0.3750	0.5337	-0.1370	0.8345	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:43:30.906	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	185.0166
Sample 59	Session imported from “Hotspot+Block1.txt”	59	Sample 41	184.3010	105.0186	173.8346	-0.4264	0.8031	0.4162	-0.7457	-0.5725	0.3409	0.5120	-0.1650	0.8430	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-20	11:43:36.458	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	166.7434
